section_id,section_code,from_station_code,from_station_name,to_station_code,to_station_name,daily_train_count,criticality_score,last_computed_at
5906,RHA_CPHT,RHA,RANAGHAT JN.,CPHT,COOPERS HALT,6,0.3673,2026-09-01 07:15:19.153815
5907,MRQ_GMO,MRQ,MATARI,GMO,NSC BOSE J G,7,0.3925,2026-09-01 07:15:19.153815
5908,AN_JL,AN,AMALNER,JL,JALGAON JN.,16,0.5347,2026-09-01 07:15:19.153815
5909,PWBN_DNRE,PWBN,PAWAI BROHMA,DNRE,DHANAURI,4,0.3038,2026-09-01 07:15:19.153815
5910,LAE_ANMD,LAE,LAKHOLI,ANMD,ARANGMAHANAD,3,0.2616,2026-09-01 07:15:19.153815
5911,PRM_RMR,PRM,PIRUMADARA (,RMR,RAMNAGAR,3,0.2616,2026-09-01 07:15:19.153815
5912,SGZ_RTM,SGZ,SHAMGARH,RTM,RATLAM JN,2,0.2074,2026-09-01 07:15:19.153815
5913,DVGM_BAH,DVGM,DEVGAM,BAH,BHABHAR,1,0.1308,2026-09-01 07:15:19.153815
5914,BQP_KULH,BQP,BIGHAPUR,KULH,KULHA HALT,3,0.2616,2026-09-01 07:15:19.153815
5915,GHAI_PNHR,GHAI,GHATIGAON,PNHR,PANIHAR,2,0.2074,2026-09-01 07:15:19.153815
5916,JUDW_RAA,JUDW,JAGADHRI WOR,RAA,BARARA,4,0.3038,2026-09-01 07:15:19.153815
5917,STL_JAJ,STL,SIMULTALA,JAJ,JHAJHA,6,0.3673,2026-09-01 07:15:19.153815
5918,KTE_STA,KTE,KATNI,STA,SATNA,40,0.7009,2026-09-01 07:15:19.153815
5919,MJY_GDYA,MJY,MARAMJHIRI,GDYA,GHORADONGRI,1,0.1308,2026-09-01 07:15:19.153815
5920,DOA_LDH,DOA,DORAHA,LDH,LUDHIANA JN.,4,0.3038,2026-09-01 07:15:19.153815
5921,SUR_GR,SUR,SOLAPUR,GR,GULBARGA,25,0.6149,2026-09-01 07:15:19.153815
5922,PNC_GZH,PNC,PATNA SAHEB,GZH,GULZARBAGH,18,0.5557,2026-09-01 07:15:19.153815
5923,AO_BE,AO,AONLA,BE,BAREILLY JN.,2,0.2074,2026-09-01 07:15:19.153815
5924,CJS_KDPA,CJS,CHARAMULA KU,KDPA,KHADAPA,1,0.1308,2026-09-01 07:15:19.153815
5925,KRNH_TKE,KRNH,KORNAHALLI,TKE,TARIKERE,3,0.2616,2026-09-01 07:15:19.153815
5926,STKT_QLN,STKT,SASTHANKOTTA,QLN,QUILON,7,0.3925,2026-09-01 07:15:19.153815
5927,DES_GKHT,DES,DESARI,GKHT,GRAM KHARIKA,6,0.3673,2026-09-01 07:15:19.153815
5928,IK_CIK,IK,IKRAN,CIK,CHIKASANA,6,0.3673,2026-09-01 07:15:19.153815
5929,MLPR_SHG,MLPR,MALIPUR,SHG,SHAHGANJ JN.,6,0.3673,2026-09-01 07:15:19.153815
5930,OTN_JMI,OTN,OATING,JMI,JAMGURI,2,0.2074,2026-09-01 07:15:19.153815
5931,BKG_PNC,BKG,BANKA GHAT,PNC,PATNA SAHEB,13,0.4981,2026-09-01 07:15:19.153815
5932,NERH_WW,NERH,NER HALT,WW,WANABAR HALT,6,0.3673,2026-09-01 07:15:19.153815
5933,KZT_PYD,KZT,KULITTURAI,PYD,PALLIYADI H.,7,0.3925,2026-09-01 07:15:19.153815
5934,KPCM_BGAR,KPCM,KUWARCHINTAW,BGAR,BANGARI,2,0.2074,2026-09-01 07:15:19.153815
5935,TOU_PAVP,TOU,TELAPROLU,PAVP,PEDDA AVUTAP,5,0.3382,2026-09-01 07:15:19.153815
5936,PTB_KRKD,PTB,PATTAMBI,KRKD,KARAKAD,4,0.3038,2026-09-01 07:15:19.153815
5937,KHTG_KBH,KHTG,KHATGAON,KBH,KHANDBARA,3,0.2616,2026-09-01 07:15:19.153815
5938,SRPR_SRZ,SRPR,SARUPSAR JN.,SRZ,SARDARGARH,8,0.4147,2026-09-01 07:15:19.153815
5939,MSZ_NPX,MSZ,MANSA,NPX,NARINDARPURA,3,0.2616,2026-09-01 07:15:19.153815
5940,SDZ_KGKD,SDZ,SINDHAR,KGKD,KANG KHURD,4,0.3038,2026-09-01 07:15:19.153815
5941,KCHV_NZT,KCHV,KACHCHANAVIL,NZT,NAZARETH,6,0.3673,2026-09-01 07:15:19.153815
5942,BNS_SRPJ,BNS,BANAS,SRPJ,SWARUPGANJ,2,0.2074,2026-09-01 07:15:19.153815
5943,MLB_LAUL,MLB,MODLIMB,LAUL,LAUL,2,0.2074,2026-09-01 07:15:19.153815
5944,SI_BHNP,SI,SONAILI,BHNP,BISHANPUR HA,5,0.3382,2026-09-01 07:15:19.153815
5945,SAMT_SA,SAMT,SALEM MARKET,SA,SALEM JN.,3,0.2616,2026-09-01 07:15:19.153815
5946,NTW_SJPM,NTW,NANJANGUD TO,SJPM,SUJATAPURAM,5,0.3382,2026-09-01 07:15:19.153815
5947,THE_TOI,THE,THAWE JN.,TOI,TAMKUHI ROAD,1,0.1308,2026-09-01 07:15:19.153815
5948,KVD_KTQ,KVD,KHURMABAD RO,KTQ,KUDRA,5,0.3382,2026-09-01 07:15:19.153815
5949,BWM_DKRA,BWM,BHAWANI MAND,DKRA,DHUANKHEDI,3,0.2616,2026-09-01 07:15:19.153815
5950,SMCK_MPD,SMCK,SHYAM CHAK,MPD,MADPUR,25,0.6149,2026-09-01 07:15:19.153815
5951,DCK_TID,DCK,DHANDHUKA,TID,TAGDI,2,0.2074,2026-09-01 07:15:19.153815
5952,LMN_RCP,LMN,LACHHMANPUR,RCP,RAMA CHANDRA,4,0.3038,2026-09-01 07:15:19.153815
5953,BINA_JHS,BINA,BINA,JHS,JHANSI JN,27,0.6289,2026-09-01 07:15:19.153815
5954,KWP_KUT,KWP,KHATIPURA,KUT,KANAUTA,2,0.2074,2026-09-01 07:15:19.153815
5955,BTX_KLAR,BTX,BELA TAL,KLAR,KULPAHAR,4,0.3038,2026-09-01 07:15:19.153815
5956,DFR_BLGR,DFR,DEOGAN ROAD,BLGR,BALANGIR,2,0.2074,2026-09-01 07:15:19.153815
5957,BTI_SSA,BTI,BATHINDA JN,SSA,SIRSA,1,0.1308,2026-09-01 07:15:19.153815
5958,QLN_KZK,QLN,QUILON,KZK,KAZHAKUTTAM,1,0.1308,2026-09-01 07:15:19.153815
5959,NYO_STLR,NYO,NAYAGAON,STLR,SITALPUR,7,0.3925,2026-09-01 07:15:19.153815
5960,TUL_SSIA,TUL,TIRALDIH,SSIA,SUISA,3,0.2616,2026-09-01 07:15:19.153815
5961,ATKS_GNTR,ATKS,ATWA KURSATH,GNTR,GAUNTRA,2,0.2074,2026-09-01 07:15:19.153815
5962,BNR_BTHL,BNR,BHAGWANPUR,BTHL,BITHAULI F,4,0.3038,2026-09-01 07:15:19.153815
5963,SHW_ULD,SHW,SAMHON,ULD,ACHALDA,2,0.2074,2026-09-01 07:15:19.153815
5964,TLE_MHQ,TLE,TALGARIA,MHQ,MOHUDA,2,0.2074,2026-09-01 07:15:19.153815
5965,GHH_PT,GHH,GARHI HARSAR,PT,PATLI,9,0.4346,2026-09-01 07:15:19.153815
5966,NRWI_PRSR,NRWI,NARWASI,PRSR,PAHARSAR,1,0.1308,2026-09-01 07:15:19.153815
5967,LTRR_PNF,LTRR,LATUR ROAD,PNF,PANGAON,2,0.2074,2026-09-01 07:15:19.153815
5968,GGR_BHL,GGR,GANGRAR,BHL,BHILWARA,1,0.1308,2026-09-01 07:15:19.153815
5969,MRV_PAU,MRV,MARSUL,PAU,PURNA  JN.,3,0.2616,2026-09-01 07:15:19.153815
5970,JMIR_KUA,JMIR,JAMIRA HALT,KUA,KULHARIA,5,0.3382,2026-09-01 07:15:19.153815
5971,KPRD_BUP,KPRD,KALYANPUR RO,BUP,BARIARPUR,8,0.4147,2026-09-01 07:15:19.153815
5972,KQL_SMQL,KQL,KANDHLA,SMQL,SHAMLI,2,0.2074,2026-09-01 07:15:19.153815
5973,DLN_ZNA,DLN,DILDARNAGAR,ZNA,ZAMANIA,10,0.4526,2026-09-01 07:15:19.153815
5974,CBSA_DPS,CBSA,CHAIBASA,DPS,DANGOAPOSI,3,0.2616,2026-09-01 07:15:19.153815
5975,SPC_SCC,SPC,SITAPUR CITY,SCC,SITAPUR CANT,2,0.2074,2026-09-01 07:15:19.153815
5976,SKIP_BRMA,SKIP,SHIKARIPARA,BRMA,BARMASIA,1,0.1308,2026-09-01 07:15:19.153815
5977,RJO_DKGS,RJO,RAJENDRA PUL,DKGS,SIMARIA,7,0.3925,2026-09-01 07:15:19.153815
5978,PQL_GNP,PQL,PINDIAL,GNP,GHANPUR,4,0.3038,2026-09-01 07:15:19.153815
5979,KPKI_BDHP,KPKI,QASIMPUR KHE,BDHP,BHUDPUR,9,0.4346,2026-09-01 07:15:19.153815
5980,SC_WADI,SC,SECUNDERABAD,WADI,WADI JN.,1,0.1308,2026-09-01 07:15:19.153815
5981,AAH_BIX,AAH,ITEHAR,BIX,BHIND,3,0.2616,2026-09-01 07:15:19.153815
5982,POU_DUE,POU,PADRAUNA,DUE,DUDAHI,1,0.1308,2026-09-01 07:15:19.153815
5983,AYU_JPZ,AYU,ABHAYAPURI A,JPZ,JOGIGHOPA,3,0.2616,2026-09-01 07:15:19.153815
5984,SSB_MGLP,SSB,SHAKUR BASTI,MGLP,MANGOLPURI,13,0.4981,2026-09-01 07:15:19.153815
5985,BIP_OHAN,BIP,BAHILPURWA,OHAN,OHAN CABIN,2,0.2074,2026-09-01 07:15:19.153815
5986,MNWL_JAT,MNWL,MANWAL,JAT,JAMMU TAWI,1,0.1308,2026-09-01 07:15:19.153815
5987,GRH_RXL,GRH,GHORASAHAN,RXL,RAXAUL JN.,1,0.1308,2026-09-01 07:15:19.153815
5988,AUBR_PES,AUBR,ANUGRAH NARA,PES,PHESAR,7,0.3925,2026-09-01 07:15:19.153815
5989,SNL_DOA,SNL,SANAHWAL,DOA,DORAHA,4,0.3038,2026-09-01 07:15:19.153815
5990,KGP_BLS,KGP,KHARAGPUR,BLS,BALASORE,37,0.6866,2026-09-01 07:15:19.153815
5991,LJN_GD,LJN,LUCKNOW JN.,GD,GONDA JN.,2,0.2074,2026-09-01 07:15:19.153815
5992,JND_SHH,JND,JUNAGADH JN,SHH,SHAPUR,4,0.3038,2026-09-01 07:15:19.153815
5993,DZP_JUDW,DZP,DARAZPUR,JUDW,JAGADHRI WOR,8,0.4147,2026-09-01 07:15:19.153815
5994,MWZ_KNRI,MWZ,MAHISHADAHAR,KNRI,KUNURI,4,0.3038,2026-09-01 07:15:19.153815
5995,KOJ_NOQ,KOJ,KOKRAJHAR,NOQ,NEW ALIPURDU,14,0.5111,2026-09-01 07:15:19.153815
5996,BLM_ON,BLM,BALAMAU JN.,ON,UNNAO JN.,1,0.1308,2026-09-01 07:15:19.153815
5997,JKO_GY,JKO,JAKKALACHERU,GY,GOOTY JN.,1,0.1308,2026-09-01 07:15:19.153815
5998,KQE_SAHL,KQE,KALA AKHAR,SAHL,SAHELI,2,0.2074,2026-09-01 07:15:19.153815
5999,KRLI_MNPR,KRLI,KURALI,MNPR,MIANPUR,6,0.3673,2026-09-01 07:15:19.153815
6000,RDM_RGPM,RDM,RAMGUNDAM,RGPM,RAGHAVAPURAM,5,0.3382,2026-09-01 07:15:19.153815
6001,VPY_WST,VPY,VEYSARPADI,WST,WASHERMANPET,47,0.7306,2026-09-01 07:15:19.153815
6002,BRR_KMME,BRR,BARAKAR,KMME,KUMAR DUBI,13,0.4981,2026-09-01 07:15:19.153815
6003,GHA_PKZ,GHA,GOLEHWALA,PKZ,PIPLI PAKHI,4,0.3038,2026-09-01 07:15:19.153815
6004,ARE_KPTN,ARE,ARNETHA,KPTN,KESHORAI PAT,3,0.2616,2026-09-01 07:15:19.153815
6005,PY_TPM,PY,PERUNDURAI,TPM,TOTIYAPALAIY,4,0.3038,2026-09-01 07:15:19.153815
6006,KAP_MDA,KAP,KALIANPUR,MDA,MANDHANA JN,3,0.2616,2026-09-01 07:15:19.153815
6007,DBF_KWGN,DBF,DABPAL,KWGN,KAWARGAON,1,0.1308,2026-09-01 07:15:19.153815
6008,SGZ_KOTA,SGZ,SHAMGARH,KOTA,KOTA,2,0.2074,2026-09-01 07:15:19.153815
6009,RANI_AII,RANI,RANI,AII,AJMER JN.,1,0.1308,2026-09-01 07:15:19.153815
6010,BWT_KSM,BWT,BANGARPET JN,KSM,KAMASAMUDRAM,5,0.3382,2026-09-01 07:15:19.153815
6011,MXK_DAQ,MXK,MANDRAK,DAQ,DAUD KHAN,4,0.3038,2026-09-01 07:15:19.153815
6012,MNE_MSK,MNE,MANSI JN.,MSK,MAHESH KHUNT,6,0.3673,2026-09-01 07:15:19.153815
6013,NHH_LKO,NHH,NIHALGARH,LKO,LUCKNOW JN.,15,0.5233,2026-09-01 07:15:19.153815
6014,SRPM_GNT,SRPM,SIRIPURAM,GNT,GUNTUR JN.,1,0.1308,2026-09-01 07:15:19.153815
6015,HMI_DUI,HMI,HIMMATANA,DUI,DHURI JN.,6,0.3673,2026-09-01 07:15:19.153815
6016,BSB_MUV,BSB,VARANASI JN.,MUV,MANDUADIH,8,0.4147,2026-09-01 07:15:19.153815
6017,KJ_NGD,KJ,KAJGAON,NGD,NAGARDEVLA,2,0.2074,2026-09-01 07:15:19.153815
6018,BASR_HAB,BASR,BATESAR,HAB,BAH,1,0.1308,2026-09-01 07:15:19.153815
6019,HRBR_SND,HRBR,HARUBERA,SND,SONDIMRA,2,0.2074,2026-09-01 07:15:19.153815
6020,PIA_MNV,PIA,PIPRAIGAON,MNV,MUNGAOLI,2,0.2074,2026-09-01 07:15:19.153815
6021,BP_SNR,BP,BARRACKPORE,SNR,SHYAM NAGAR,2,0.2074,2026-09-01 07:15:19.153815
6022,HRNR_KTHU,HRNR,HIRA NAGAR,KTHU,KATHUA,4,0.3038,2026-09-01 07:15:19.153815
6023,LLH_BEQ,LLH,LILUAH,BEQ,BELUR,144,0.9393,2026-09-01 07:15:19.153815
6024,CHKE_MOMU,CHKE,CHALLAKERE,MOMU,MOLAKALMURU,1,0.1308,2026-09-01 07:15:19.153815
6025,MDH_SLH,MDH,MANDHAR,SLH,SILYARI,7,0.3925,2026-09-01 07:15:19.153815
6026,GBA_BGO,GBA,GARBETA,BGO,BOGRI ROAD,9,0.4346,2026-09-01 07:15:19.153815
6027,KPQ_PAY,KPQ,KANNAPURAM,PAY,PAYYANUR,5,0.3382,2026-09-01 07:15:19.153815
6028,BMSB_GIMB,BMSB,BHIMASAR,GIMB,GANDHIDHAM JN.,2,0.2074,2026-09-01 07:15:19.153815
6029,KEK_UMRI,KEK,KARKHELI,UMRI,UMRI,1,0.1308,2026-09-01 07:15:19.153815
6030,GANG_HCP,GANG,GANGAGANJ,HCP,HARCHANDPUR,6,0.3673,2026-09-01 07:15:19.153815
6031,TPC_TVN,TPC,TIRUPPACHETT,TVN,TIRUPPUVANAM,3,0.2616,2026-09-01 07:15:19.153815
6032,DAVM_AMVA,DAVM,DHANUVACHAPU,AMVA,AMARAVILLA H,5,0.3382,2026-09-01 07:15:19.153815
6033,KPD_SVUR,KPD,KATPADI JN,SVUR,SEVUR,3,0.2616,2026-09-01 07:15:19.153815
6034,TRWT_MINA,TRWT,TARWATA,MINA,MIYANA,2,0.2074,2026-09-01 07:15:19.153815
6035,JPM_EL,JPM,JIYAPURAM HA,EL,ELAMANUR,5,0.3382,2026-09-01 07:15:19.153815
6036,KSI_JTS,KSI,KOSLI,JTS,JATUSANA,2,0.2074,2026-09-01 07:15:19.153815
6037,UDT_GMGM,UDT,UDUMALAIPPET,GMGM,GOMANGALAM,2,0.2074,2026-09-01 07:15:19.153815
6038,ETW_UDMR,ETW,ETAWAH,UDMR,UDI MOR,2,0.2074,2026-09-01 07:15:19.153815
6039,MDS_COR,MDS,MANDSOR,COR,CHITTAURGARH,1,0.1308,2026-09-01 07:15:19.153815
6040,BSL_BDWD,BSL,BHUSAVAL JN.,BDWD,BODWAD,1,0.1308,2026-09-01 07:15:19.153815
6041,PTK_JAT,PTK,PATHANKOT JN,JAT,JAMMU TAWI,2,0.2074,2026-09-01 07:15:19.153815
6042,LOL_CNO,LOL,LOLIEM,CNO,CANACONA,4,0.3038,2026-09-01 07:15:19.153815
6043,SC_KZJ,SC,SECUNDERABAD,KZJ,KAZIPET JN.,27,0.6289,2026-09-01 07:15:19.153815
6044,VLYN_ANND,VLYN,VALLABH VIDH,ANND,ANAND JN.,8,0.4147,2026-09-01 07:15:19.153815
6045,VGH_VH,VGH,VELANGI HALT,VH,VAKADA HALT,1,0.1308,2026-09-01 07:15:19.153815
6046,NTU_KWH,NTU,NIGATPUR F,KWH,KACHHWA ROAD,5,0.3382,2026-09-01 07:15:19.153815
6047,MABD_NKD,MABD,MAHBUBABAD,NKD,NEKONDA,1,0.1308,2026-09-01 07:15:19.153815
6048,BPQ_NGP,BPQ,BALHARSHAH,NGP,NAGPUR JN.(CR),23,0.5998,2026-09-01 07:15:19.153815
6049,NEP_MHD,NEP,NENPUR,MHD,MAHEMADAVAD,10,0.4526,2026-09-01 07:15:19.153815
6050,MGS_GAQ,MGS,MUGHAL SARAI,GAQ,GANJ  KHWAJA,4,0.3038,2026-09-01 07:15:19.153815
6051,GAJ_GW,GAJ,GANESHGANJ,GW,GIRWAR,1,0.1308,2026-09-01 07:15:19.153815
6052,SKPI_BLMK,SKPI,SIKRIPAI,BLMK,BHALUMASKA,3,0.2616,2026-09-01 07:15:19.153815
6053,NPX_MSZ,NPX,NARINDARPURA,MSZ,MANSA,3,0.2616,2026-09-01 07:15:19.153815
6054,CJN_ANCR,CJN,CHHATNA,ANCR,ANCHURI PH,8,0.4147,2026-09-01 07:15:19.153815
6055,MBD_GWM,MBD,MUSTABADA,GWM,GANNAVARAM,6,0.3673,2026-09-01 07:15:19.153815
6056,BRN_CMR,BRN,BARHAN JN.,CMR,CHAMROLA,3,0.2616,2026-09-01 07:15:19.153815
6057,VVB_DSA,VVB,VIVEK VIHAR,DSA,DELHI-SHAHDA,26,0.6221,2026-09-01 07:15:19.153815
6058,ALY_ALD,ALY,ALLAHABAD CI,ALD,ALLAHABAD JN,11,0.469,2026-09-01 07:15:19.153815
6059,MVF_JRT,MVF,MANABAR,JRT,JARATI,1,0.1308,2026-09-01 07:15:19.153815
6060,GRJ_PRBG,GRJ,GATRA HALT,PRBG,PRATAP BAGH,6,0.3673,2026-09-01 07:15:19.153815
6061,MJRI_NGP,MJRI,MAJRI JN.,NGP,NAGPUR JN.(CR),2,0.2074,2026-09-01 07:15:19.153815
6062,BPY_VGT,BPY,BADAMPUDI,VGT,UNGUTURU,4,0.3038,2026-09-01 07:15:19.153815
6063,ADR_KBKN,ADR,MANDI ADAMPU,KBKN,KHABRA KALAN,3,0.2616,2026-09-01 07:15:19.153815
6064,NB_RV,NB,NIMBHORA,RV,RAVER,3,0.2616,2026-09-01 07:15:19.153815
6065,UKD_VDI,UKD,ULINDAKONDA,VDI,VELDURTI,4,0.3038,2026-09-01 07:15:19.153815
6066,MTJ_KOTA,MTJ,MATHURA JN.,KOTA,KOTA,3,0.2616,2026-09-01 07:15:19.153815
6067,AWR_DO,AWR,ALWAR JN.,DO,DAUSA,1,0.1308,2026-09-01 07:15:19.153815
6068,QLN_STKT,QLN,QUILON,STKT,SASTHANKOTTA,7,0.3925,2026-09-01 07:15:19.153815
6069,PUNE_ANG,PUNE,PUNE JN.,ANG,AHMADNAGAR,1,0.1308,2026-09-01 07:15:19.153815
6070,TMZ_PKU,TMZ,TAMLUK,PKU,PANSKURA,7,0.3925,2026-09-01 07:15:19.153815
6071,PLV_WTR,PLV,PALSI,WTR,WATHAR,2,0.2074,2026-09-01 07:15:19.153815
6072,DNA_KHTU,DNA,DEGANA JN.,KHTU,KHATU,3,0.2616,2026-09-01 07:15:19.153815
6073,JLN_DUA,JLN,JAKHLAUN,DUA,DHAURA,6,0.3673,2026-09-01 07:15:19.153815
6074,MOW_ASR,MOW,MANANWALA,ASR,AMRITSAR JN.,4,0.3038,2026-09-01 07:15:19.153815
6075,JDA_KHDP,JDA,JASODA,KHDP,KHUDLAPUR F,3,0.2616,2026-09-01 07:15:19.153815
6076,HTE_PKF,HTE,HATIA,PKF,POKLA,1,0.1308,2026-09-01 07:15:19.153815
6077,SFE_KNDL,SFE,SANODIYA,KNDL,KHANDEL,3,0.2616,2026-09-01 07:15:19.153815
6078,HMR_DIW,HMR,HAMIRA,DIW,DHILWAN,5,0.3382,2026-09-01 07:15:19.153815
6079,HTZ_BRYA,HTZ,HATHIDAH JN,BRYA,BARHIYA,12,0.4841,2026-09-01 07:15:19.153815
6080,ULB_MCA,ULB,ULUBARIA,MCA,MECHEDA,3,0.2616,2026-09-01 07:15:19.153815
6081,BWL_KRH,BWL,BAWAL,KRH,KHAIRTHAL,1,0.1308,2026-09-01 07:15:19.153815
6082,SJL_VJA,SJL,SANGAM JAGAR,VJA,VEJANDLA,9,0.4346,2026-09-01 07:15:19.153815
6083,BOY_PRF,BOY,BHADOHI,PRF,PARSIPUR,7,0.3925,2026-09-01 07:15:19.153815
6084,BSW_APD,BSW,BANESWAR,APD,ALIPUR DUAR,3,0.2616,2026-09-01 07:15:19.153815
6085,KOTA_NAD,KOTA,KOTA,NAD,NAGDA JN,7,0.3925,2026-09-01 07:15:19.153815
6086,AGP_DDJ,AGP,AGARPARA,DDJ,DUM DUM JN.,2,0.2074,2026-09-01 07:15:19.153815
6087,SKZR_MCI,SKZR,SIRPURKAGHAZ,MCI,MANCHIRYAL,6,0.3673,2026-09-01 07:15:19.153815
6088,NDKR_KATI,NDKR,NANDHAKUMARP,KATI,KANTHI FS,1,0.1308,2026-09-01 07:15:19.153815
6089,SLGR_NHK,SLGR,SIMALUGURI J,NHK,NAHARKATIYA,1,0.1308,2026-09-01 07:15:19.153815
6090,HAPA_PDH,HAPA,HAPA,PDH,PADADHARI,3,0.2616,2026-09-01 07:15:19.153815
6091,JKNI_BLP,JKNI,JHARKHANDI F,BLP,"BALRAMPUR,",9,0.4346,2026-09-01 07:15:19.153815
6092,RGDA_PVPT,RGDA,RAYAGADA JN.,PVPT,PARVATIPURAM,9,0.4346,2026-09-01 07:15:19.153815
6093,GKP_BST,GKP,GORAKHPUR JN,BST,BASTI,16,0.5347,2026-09-01 07:15:19.153815
6094,MJE_MDT,MJE,MUJNAI,MDT,MADARIHAT,3,0.2616,2026-09-01 07:15:19.153815
6095,DOK_GS,DOK,DHOLKA,GS,GODHNESHWAR,3,0.2616,2026-09-01 07:15:19.153815
6096,NDO_BPP,NDO,NIDUBROLU,BPP,BAPATIA,17,0.5455,2026-09-01 07:15:19.153815
6097,HWH_SHE,HWH,HOWRAH JN.,SHE,SEORAPHULI J,5,0.3382,2026-09-01 07:15:19.153815
6098,ALJN_DLI,ALJN,ALIGARH JN.,DLI,DELHI JN.,1,0.1308,2026-09-01 07:15:19.153815
6099,GKP_CC,GKP,GORAKHPUR JN,CC,CHAURI CHAUR,4,0.3038,2026-09-01 07:15:19.153815
6100,PKU_BCK,PKU,PANSKURA,BCK,BALICHAK,2,0.2074,2026-09-01 07:15:19.153815
6101,BRG_SRJ,BRG,BARGARH,SRJ,SHANKARGARH,2,0.2074,2026-09-01 07:15:19.153815
6102,LPI_BMT,LPI,LINGAMPALLI,BMT,BEGAMPET,10,0.4526,2026-09-01 07:15:19.153815
6103,SKP_LPI,SKP,SHANKARPALLI,LPI,LINGAMPALLI,7,0.3925,2026-09-01 07:15:19.153815
6104,UDR_PKRD,UDR,AMDARA,PKRD,PAKARIYA ROA,3,0.2616,2026-09-01 07:15:19.153815
6105,RNC_NKM,RNC,RANCHI,NKM,NAMKOM,11,0.469,2026-09-01 07:15:19.153815
6106,BNLW_SNGN,BNLW,BANASTHALI N,SNGN,SANGANER,1,0.1308,2026-09-01 07:15:19.153815
6107,SZA_SIM,SZA,SAROTRA ROAD,SIM,SHRI AMIRGAD,3,0.2616,2026-09-01 07:15:19.153815
6108,BMK_MBY,BMK,BIRANG KHERA,MBY,MANDI DABWAL,3,0.2616,2026-09-01 07:15:19.153815
6109,DHG_MALB,DHG,DHRANGADHRA,MALB,MALIYA MIYAN,2,0.2074,2026-09-01 07:15:19.153815
6110,BBTR_GDYA,BBTR,BARBATPUR,GDYA,GHORADONGRI,3,0.2616,2026-09-01 07:15:19.153815
6111,DAS_JA,DAS,DHASA,JA,JALIYA,2,0.2074,2026-09-01 07:15:19.153815
6112,JRLI_BSPX,JRLI,JAROLI,BSPX,BANSPANI,2,0.2074,2026-09-01 07:15:19.153815
6113,KTE_DMO,KTE,KATNI,DMO,DAMOH,9,0.4346,2026-09-01 07:15:19.153815
6114,GDGN_GUR,GDGN,GAUDGAON,GUR,GANGAPUR ROA,3,0.2616,2026-09-01 07:15:19.153815
6115,GAJB_DRGM,GAJB,GAJARA BAHAR,DRGM,DEORAGRAM,2,0.2074,2026-09-01 07:15:19.153815
6116,DKLU_AMB,DKLU,DOLKALLU,AMB,AMBODALA,3,0.2616,2026-09-01 07:15:19.153815
6117,GWH_HJP,GWH,GHOSHAWAR,HJP,HAJIPUR JN.,2,0.2074,2026-09-01 07:15:19.153815
6118,RXR_RXRX,RXR,RANGAPAHAR,RXRX,RANGAPHAR CR,1,0.1308,2026-09-01 07:15:19.153815
6119,JGF_RNQ,JGF,JOGIDIH,RNQ,RENUKUT,2,0.2074,2026-09-01 07:15:19.153815
6120,BBC_JSA,BBC,BHACHHBAR,JSA,JASAI,1,0.1308,2026-09-01 07:15:19.153815
6121,CGL_OV,CGL,CHENGALPATTU,OV,OTTIVAKKAM,3,0.2616,2026-09-01 07:15:19.153815
6122,MNU_TRO,MNU,MUNDIKOTA,TRO,TIRORA,5,0.3382,2026-09-01 07:15:19.153815
6123,HPO_KGG,HPO,HASANPUR ROA,KGG,KHAGARIA JN.,1,0.1308,2026-09-01 07:15:19.153815
6124,CKU_HIJ,CKU,CHAKULIA,HIJ,HIJLI,1,0.1308,2026-09-01 07:15:19.153815
6125,MBQ_KLVA,MBQ,MUMBRA,KLVA,KALVA,126,0.9143,2026-09-01 07:15:19.153815
6126,LWR_TVG,LWR,ALNAVAR JN.,TVG,TAVARGATTI,3,0.2616,2026-09-01 07:15:19.153815
6127,ROP_HIP,ROP,RUPSA JN.,HIP,HALDIPADA,10,0.4526,2026-09-01 07:15:19.153815
6128,RIG_CPH,RIG,RAIGARH,CPH,CHAMPA JN.,8,0.4147,2026-09-01 07:15:19.153815
6129,SPN_ROZA,SPN,SHAHJAHANPUR,ROZA,ROZA JN,11,0.469,2026-09-01 07:15:19.153815
6130,PCU_OTR,PCU,PUTLACHERUVU,OTR,MOTURU,2,0.2074,2026-09-01 07:15:19.153815
6131,BBS_LGTR,BBS,BHUBANESWAR,LGTR,LINGARAJ TEM,10,0.4526,2026-09-01 07:15:19.153815
6132,MRPL_NDD,MRPL,MARAM PALLI,NDD,NIDADAVOLU J,4,0.3038,2026-09-01 07:15:19.153815
6133,RMNR_CDRL,RMNR,RAHMAT NAGAR,CDRL,CHHANDRAULI,3,0.2616,2026-09-01 07:15:19.153815
6134,NCB_NBS,NCB,NEW COOCH BE,NBS,NEW BANESWAR,1,0.1308,2026-09-01 07:15:19.153815
6135,NED_WNG,NED,NANDED,WNG,WANEGAON HAL,7,0.3925,2026-09-01 07:15:19.153815
6136,KRR_NMKL,KRR,KARUR JN.,NMKL,NAMAKKAL,2,0.2074,2026-09-01 07:15:19.153815
6137,MOTG_JLHI,MOTG,MOTIGANJ,JLHI,JHILAHI,2,0.2074,2026-09-01 07:15:19.153815
6138,JOA_WDLN,JOA,JANWAL,WDLN,WADWALNAGNAT,4,0.3038,2026-09-01 07:15:19.153815
